id,url,title,episode_title
312,https://www.rottentomatoes.com/tv/murder_she_wrote/s05/e16,"murder, she wrote",truck stop
313,https://www.rottentomatoes.com/tv/friday-night-lights/s05/e02,friday night lights,on the outside looking in
314,https://www.rottentomatoes.com/tv/murder_she_wrote/s04/e16,"murder, she wrote",murder through the looking glass
315,https://www.rottentomatoes.com/tv/friday-night-lights/s04/e11,friday night lights,injury list
316,https://www.rottentomatoes.com/tv/heroes/s04/e06,heroes,tabula rasa
317,https://www.rottentomatoes.com/tv/heroes/s04/e05,heroes,hysterical blindness
318,https://www.rottentomatoes.com/tv/murder_she_wrote/s04/e15,"murder, she wrote",mourning among the wisterias
319,https://www.rottentomatoes.com/tv/murder_she_wrote/s04/e10,"murder, she wrote",indian giver
320,https://www.rottentomatoes.com/tv/murder_she_wrote/s04/e22,"murder, she wrote",the body politic
321,https://www.rottentomatoes.com/tv/murder_she_wrote/s03/e22,"murder, she wrote","murder, she spoke"
322,https://www.rottentomatoes.com/tv/house/s07/e22,house,after hours
323,https://www.rottentomatoes.com/tv/murder_she_wrote/s02/e13,"murder, she wrote",trial by error
324,https://www.rottentomatoes.com/tv/murder_she_wrote/s02/e20,"murder, she wrote","menace, anyone?"
325,https://www.rottentomatoes.com/tv/eureka/s04/e09,eurek,i'll be seeing you
326,https://www.rottentomatoes.com/tv/eureka/s03/e13,eurek,if you build it...
327,https://www.rottentomatoes.com/tv/eureka/s01/e03,eureka,before i forget
328,https://www.rottentomatoes.com/tv/eureka/s04/e02,eurek,a new world
329,https://www.rottentomatoes.com/tv/eureka/s01/e09,eureka,primal
331,https://www.rottentomatoes.com/tv/eureka/s03/e14,eurek,ship happens
333,https://www.rottentomatoes.com/tv/listing_impossible/s01/e05,listing impossible,episode #05
334,https://www.rottentomatoes.com/tv/mr_robot/s03/e05,mr. robot,eps3.4_runtime-error.r00
335,https://www.rottentomatoes.com/tv/listing_impossible/s01/e06,listing impossible,the purple rose of calabasas
336,https://www.rottentomatoes.com/tv/mr_robot/s03/e02,mr. robot,eps3.1_undo.gz
337,https://www.rottentomatoes.com/tv/mr_robot/s04/e13,mr. robot,"hello, elliot"
338,https://www.rottentomatoes.com/tv/pawn_stars/s10/e02,pawn stars,fireworks and freedom
339,https://www.rottentomatoes.com/tv/mr_robot/s03/e04,mr. robot,eps3.3_metadata.par2
340,https://www.rottentomatoes.com/tv/mr_robot/s03/e07,mr. robot,eps3.6_fredrick+tanya.chk
342,https://www.rottentomatoes.com/tv/below_deck/s01/e09,below deck,land ahoy... finally
343,https://www.rottentomatoes.com/tv/little_big_shots/s03/e06,little big shots,too many chefs
344,https://www.rottentomatoes.com/tv/pawn_stars/s09/e14,pawn stars,the great pawnbino
345,https://www.rottentomatoes.com/tv/little_big_shots/s03/e09,little big shots,give us s'mores
346,https://www.rottentomatoes.com/tv/mr_robot/s03/e01,mr. robot,eps3.0_power-saver-mode.h
347,https://www.rottentomatoes.com/tv/little_big_shots/s03/e01,little big shots,third time's a charm
348,https://www.rottentomatoes.com/tv/little_big_shots/s04/e13,little big shots,the world just touches my heart
349,https://www.rottentomatoes.com/tv/mr_robot/s04/e04,mr. robot,404 not found
350,https://www.rottentomatoes.com/tv/yellowstone/s03/e05,yellowstone,cowboys and dreamers
351,https://www.rottentomatoes.com/tv/yellowstone/s03/e07,yellowstone,the beating
352,https://www.rottentomatoes.com/tv/mr_robot/s04/e07,mr. robot,407 proxy authentication required
353,https://www.rottentomatoes.com/tv/heroes/s03/e24,heroes,i am sylar
354,https://www.rottentomatoes.com/tv/pawn_stars/s15/e24,pawn stars,in the presence of greatness
355,https://www.rottentomatoes.com/tv/friday-night-lights/s05/e03,friday night lights,the right hand of the father
356,https://www.rottentomatoes.com/tv/eureka/s04/e03,eurek,all the rage
357,https://www.rottentomatoes.com/tv/mr_robot/s04/e05,mr. robot,405 method not allowed
358,https://editorial.rottentomatoes.com/article/mr-robot-creator-sam-esmail-stars-portia-doubleday-carly-chaikin-on-season-3-so-far/,mr. robot,eps3.5_kill-process.inc
359,https://www.rottentomatoes.com/tv/mr_robot/s04/e08/videos,mr. robot,408 request timeout
360,https://www.rottentomatoes.com/tv/heroes/s04/e14,heroes,let it bleed (edited)
361,https://www.rottentomatoes.com/tv/mr_robot/s04/e10,mr. robot,410 gone
362,https://www.rottentomatoes.com/tv/the_office/s05/e12,the office,the duel
363,https://www.rottentomatoes.com/tv/below_deck/s03/e01,below deck,"more foam, bosun!"
364,https://www.rottentomatoes.com/tv/summer_house/s04/e11,summer house,a birthday to die for
365,https://www.rottentomatoes.com/tv/heartbeat_1992/s10/e13,blind date,episode #10
366,https://www.rottentomatoes.com/tv/listing_impossible/s01/e07,listing impossible,episode #07
367,https://www.rottentomatoes.com/tv/listing_impossible/s01/e02,listing impossible,the marble monument to love
368,https://www.rottentomatoes.com/tv/project-runway/s18/e07/pictures,project runway,project runway x ashley longshore
369,https://www.rottentomatoes.com/tv/married_to_medicine/s08/e05,married to medicine,friendship foes & marital woes
370,https://www.rottentomatoes.com/tv/married_to_medicine/s07/e07,married to medicine,showdown in savannah
371,https://www.rottentomatoes.com/tv/summer_house/s04/e03,summer house,worst. date. ever.
372,https://www.rottentomatoes.com/tv/listing_impossible/s01/e01,listing impossible,the cold box on the beach
373,https://www.rottentomatoes.com/tv/married_to_medicine/s07/e04,married to medicine,ballin' on a budget
374,https://www.rottentomatoes.com/tv/blind_date_2019/s01/e09,blind date,episode #09
375,https://www.rottentomatoes.com/tv/married_to_medicine/s08/e09,married to medicine,let the emoji's fly
376,https://www.rottentomatoes.com/tv/chopped/s50,blind date,episode #50
377,https://www.rottentomatoes.com/tv/better_late_than_never/s01/e03,better late than never,seoul brothers
378,https://www.rottentomatoes.com/tv/listing_impossible/s01/e03,listing impossible,th best castle in orange county
379,https://www.rottentomatoes.com/tv/project-runway/s06/e12,project runway,the art of fashion
380,https://www.rottentomatoes.com/tv/project_runway/s18/e06,project runway,there is only one you
381,https://www.rottentomatoes.com/tv/better_late_than_never/s02/e04,better late than never,how do you say roots in german?
382,https://editorial.rottentomatoes.com/guide/essential-sci-fi-movies-of-all-time/,blind date,episode #38
383,https://www.rottentomatoes.com/tv/better_late_than_never/s02/e01,better late than never,munich
384,https://editorial.rottentomatoes.com/guide/cillian-murphy/,blind date,episode #12
385,https://www.rottentomatoes.com/tv/better_late_than_never/s01/e02,better late than never,"kyoto and hong kong: less talky, more sake"
386,https://www.rottentomatoes.com/tv/listing_impossible/s01/e04,listing impossible,the finest english manor in napa
387,https://www.rottentomatoes.com/tv/good_girls/s03/e04,good girls,the eye in survivor
388,https://www.rottentomatoes.com/tv/good_girls/s02/e05,good girls,everything must go
389,https://www.rottentomatoes.com/tv/nurses_2020/s01/e05,nurses,what size are your feet?
390,https://www.rottentomatoes.com/tv/chicago_med/s01/e10,chicago med,clarity
391,https://www.rottentomatoes.com/tv/project-runway/s17/e13,project runway,one elle of a day
392,https://www.rottentomatoes.com/tv/listing_impossible/s01/e08,listing impossible,the house with endless hallways
393,https://www.rottentomatoes.com/tv/good_girls/s04/e14,good girls,thank you for your support
394,https://www.rottentomatoes.com/tv/nurses_2020/s01/e06,nurses,risky behaviour
395,https://www.rottentomatoes.com/tv/total_bellas/s06/e04,total bellas,a bella babyshower
396,https://www.rottentomatoes.com/tv/nurses_2020/s01/e08,nurses,achilles heel
397,https://www.rottentomatoes.com/tv/project-runway/s18/e11,project runway,olympic game plan
398,https://www.rottentomatoes.com/tv/good_girls/s04/e12,good girls,family first
399,https://www.rottentomatoes.com/tv/keeping_up_with_the_kardashians/s05/e03,keeping up with the kardashians,the missing ring
400,https://www.rottentomatoes.com/tv/good_girls/s04/e02,good girls,big kahuna
401,https://www.rottentomatoes.com/tv/nurses_2020/s01/e03,nurses,friday night legend
402,https://www.rottentomatoes.com/tv/project-runway/s18,project runway,the ultimate upcycle
403,https://www.rottentomatoes.com/tv/nurses_2020/s01/e02,nurses,undisclosed conditions
404,https://www.rottentomatoes.com/tv/chicago_med/s04/e20,chicago med,more harm than good
405,https://www.rottentomatoes.com/tv/new_amsterdam_2018/s01/e05,new amsterdam,cavitation
406,https://www.rottentomatoes.com/tv/new_amsterdam_2018/s01/e03,new amsterdam,every last minute
407,https://www.rottentomatoes.com/tv/zoey_s_extraordinary_playlist/s01/e12,zoey's extraordinary playlist,zoey's extraordinary dad
408,https://www.rottentomatoes.com/tv/chicago_med/s01/e04,chicago med,mistaken
409,https://www.rottentomatoes.com/tv/young_rock/s01/e05,young rock,don't go breaking my heart
410,https://www.rottentomatoes.com/tv/good_girls/s04/e01,good girls,one night in bangkok
411,https://www.rottentomatoes.com/tv/nurses_2020/s01/e09,nurses,mirror box
412,https://www.rottentomatoes.com/tv/new_amsterdam_2018/s01/e13,new amsterdam,the blues
413,https://www.rottentomatoes.com/tv/chicago_fire/s01/e16,chicago fire,viral
414,https://www.rottentomatoes.com/tv/chicago_fire/s08/e01,chicago fire,sacred ground
415,https://www.rottentomatoes.com/tv/good_girls/s03/e05,good girls,au jus
416,https://www.rottentomatoes.com/tv/nurses_2020/s01,nurses,incoming
417,https://www.rottentomatoes.com/tv/zoey_s_extraordinary_playlist/s02/e06,zoey's extraordinary playlist,zoey's extraordinary reckoning
418,https://www.rottentomatoes.com/tv/chicago_fire/s02/e06,chicago fire,joyriding
419,https://www.rottentomatoes.com/tv/good_girls/s03/e11,good girls,synergy
420,https://www.rottentomatoes.com/tv/good_girls/s01/e04,good girl,atom bomb
421,https://www.rottentomatoes.com/tv/this_is_us/s04/e01,this is us,strangers
422,https://www.rottentomatoes.com/tv/this_is_us/s02/e17,this is us,"this big, amazing, beautiful life"
423,https://www.rottentomatoes.com/tv/young_rock/s01/e10,young rock,good vs. great
424,https://www.rottentomatoes.com/tv/good_girls/s04/e07,good girls,carolyn with a y
425,https://www.rottentomatoes.com/tv/good_girls/s04/e11,good girls,put it all on two
426,https://www.rottentomatoes.com/tv/charmed/s07/e22,charmed,something wicca this way goes
427,https://www.rottentomatoes.com/tv/house/s02/e13,house,skin deep (edited)
428,https://www.rottentomatoes.com/tv/charmed/s03/e14,charmed,"the good, the bad and the cursed"
429,https://www.rottentomatoes.com/tv/chicago_fire/s05/e18,chicago fire,take a knee
430,https://www.rottentomatoes.com/m/1021699-top_secret,house,top secret (edited)
431,https://www.rottentomatoes.com/tv/charmed/s01/e14,charmed,secrets and guys
432,https://www.rottentomatoes.com/tv/charmed/s03/e11,charmed,blinded by the whitelighter
433,https://www.rottentomatoes.com/tv/chicago_fire/s05/e22,chicago fire,my miracle
434,https://www.rottentomatoes.com/tv/new_amsterdam_2018/s04/e02,new amsterdam,we're in this together
435,https://www.rottentomatoes.com/tv/charmed/s05/e07,charmed,sympathy for the demon
436,https://www.rottentomatoes.com/tv/charmed/s07/e16,charmed,the seven year witch
437,https://www.rottentomatoes.com/tv/house/s01/e02,house,paternity (edited)
438,https://www.rottentomatoes.com/tv/mr_robot/s02/e11,mr. robot,eps2.9_pyth0n-pt1.p7z
439,https://www.rottentomatoes.com/tv/million_dollar_listing_new_york/s03,million dollar listing new york,from pocket squares to pocket listings
440,https://www.rottentomatoes.com/tv/mr_robot/s02/e05,mr. robot,eps2.3_logic-b0mb.hc
441,https://www.rottentomatoes.com/tv/mr_robot/s02,mr. robot,eps2.2_init_1.asec
442,https://www.rottentomatoes.com/tv/little_big_shots/s02/e03,little big shots,new sheriff in town
443,https://www.rottentomatoes.com/tv/mr_robot/s01/e08,mr. robot,eps1.7_wh1ter0se.m4v
444,https://www.rottentomatoes.com/tv/little_big_shots/s01/e02,little big shots,little boy blue
445,https://www.rottentomatoes.com/tv/charmed/s02/e13,charmed,animal pragmatism
446,https://www.rottentomatoes.com/tv/mr_robot/s01/e02/pictures,mr. robot,eps1.1_ones-and-zer0es.mpeg
448,https://www.rottentomatoes.com/tv/mr_robot/s01/e07,mr. robot,eps1.6_v1ew-s0urce.flv
449,https://www.rottentomatoes.com/tv/charmed/s04/e10,charmed,a paige from the past
450,https://www.rottentomatoes.com/tv/million_dollar_listing_los_angeles/s06/e12,million dollar listing los angeles,love conquers
451,https://www.rottentomatoes.com/tv/million_dollar_listing_new_york/s08/e11,million dollar listing new york,good as gold
452,https://www.rottentomatoes.com/tv/charmed/s05/e16,charmed,baby's first demon
453,https://www.rottentomatoes.com/tv/million_dollar_listing_new_york/s06/e10,million dollar listing new york,wake. sell. repeat.
454,https://www.rottentomatoes.com/tv/million_dollar_listing_new_york/s06/e02,million dollar listing new york,the kids aren't alright
455,https://www.rottentomatoes.com/tv/mr_robot/s02/e10,mr. robot,eps2.8_h1dden-pr0cess.axx
456,https://www.rottentomatoes.com/tv/million_dollar_listing_los_angeles/s05/e09,million dollar listing los angeles,"big listings, big losses"
457,https://editorial.rottentomatoes.com/article/new-movies-tv-shows-streaming-in-august-2023/4/,top chef,goodbye to vegas
458,https://www.rottentomatoes.com/tv/little_big_shots/s01/e06,little big shots,the karate kid
459,https://www.rottentomatoes.com/tv/little_big_shots/s02/e13,little big shots,the grande finale
460,https://www.rottentomatoes.com/tv/heroes/s01/e05,heroes,hiros
461,https://www.rottentomatoes.com/tv/summer_house/s01/e07,summer house,hoedown showdown
462,https://www.rottentomatoes.com/tv/top_chef/s12/e01,top chef,sudden death
463,https://www.rottentomatoes.com/m/spider_man_homecoming,heroes,homecoming
464,https://www.rottentomatoes.com/tv/mr_robot/s01/e05,mr. robot,eps1.4_3xpl0its.wmv
465,https://www.rottentomatoes.com/tv/mr_robot/s01/e10,mr. robot,eps1.9_zer0-day.avi
466,https://www.rottentomatoes.com/tv/million_dollar_listing_new_york/s04/e11,million dollar listing new york,the final shakedown
467,https://www.rottentomatoes.com/tv/heroes/s02/e08,heroes,four months ago...
468,https://editorial.rottentomatoes.com/article/2016-emmy-award-nominations/,mr. robot,eps1.0_hellofriend.mov
469,https://www.rottentomatoes.com/tv/mr_robot/s01,mr. robot,eps1.8_m1rr0r1ng.qt
470,https://www.rottentomatoes.com/tv/murder_she_wrote/s11/e13,"murder, she wrote",death 'n denial
471,https://www.rottentomatoes.com/tv/downton_abbey/s01/e01,downton abbey,episode #01
472,https://www.rottentomatoes.com/tv/frasier/s09/e09,frasier,sharing kirby
473,https://www.rottentomatoes.com/tv/summer_house/s05/e01,summer house,kiss and don't tell
474,https://www.rottentomatoes.com/tv/chicago_med/s04/e03,chicago med,heavy is the head
475,https://www.rottentomatoes.com/tv/nurses_2020/s01/e07,nurses,lifeboat
476,https://www.rottentomatoes.com/tv/nurses_2020/s01/e04,nurses,chrysalis
477,https://www.rottentomatoes.com/tv/good_girls/s02/e12,good girls,jeff
478,https://www.rottentomatoes.com/tv/heroes/s01/e10,heroes,six months ago
479,https://www.rottentomatoes.com/tv/nurses_2020/s01/e10,nurses,lady business
480,https://www.rottentomatoes.com/tv/good_girls/s03/e08,good girls,nana
481,https://www.rottentomatoes.com/tv/total_bellas/s04/e05,total bellas,the big mistake
482,https://www.rottentomatoes.com/tv/summer_house/s03/e06,summer house,swimming uphill
483,https://www.rottentomatoes.com/tv/summer_house/s01/e01,summer house,watch with the cast: part 1
484,https://www.rottentomatoes.com/tv/project-runway/s19/e06,project runway,"fashion is back, baby!"
486,https://www.rottentomatoes.com/tv/ordinary_joe/s01/e02,ordinary joe,requiem
487,https://www.rottentomatoes.com/tv/total_bellas/s03/e02,total bellas,what to expect when you're not expecting
488,https://www.rottentomatoes.com/tv/project_runway_redemption/s01,project runway,"if you got it, haunt it"
489,https://www.rottentomatoes.com/tv/joe_vs_carole/s01,joe vs carole,the tiger king
490,https://www.rottentomatoes.com/tv/ordinary_joe/s01/e07,ordinary joe,the letter
491,https://www.rottentomatoes.com/tv/below_deck_down_under/s01/e02,below deck down under,unchained and untamed
492,https://www.rottentomatoes.com/tv/yellowstone/s04/e10,yellowstone,grass on the streets and weeds on the rooftops
493,https://www.rottentomatoes.com/tv/ordinary_joe/s01/e09,ordinary joe,thankful
494,https://www.rottentomatoes.com/tv/ordinary_joe/s01/e06,ordinary joe,always do the right thing
495,https://www.rottentomatoes.com/tv/million_dollar_listing_new_york/s04/e07,million dollar listing new york,"i love you, puffer munkin"
496,https://www.rottentomatoes.com/tv/joe_vs_carole/s01,joe vs carole,survival of the fittest
497,https://www.rottentomatoes.com/tv/bel_air/s01/e02,bel-air,keep ya head up
498,https://www.rottentomatoes.com/tv/total_bellas/s03,total bellas,have you cena?
499,https://www.rottentomatoes.com/tv/bel_air/s01/e08,bel-air,no one wins when the family feuds
500,https://www.rottentomatoes.com/tv/girls5eva/s02/e04,girls5eva,can't wait 2 wait
501,https://www.rottentomatoes.com/tv/ordinary_joe/s01/e01,ordinary joe,way leads on to way
502,https://www.rottentomatoes.com/tv/bel_air/s01/e05,bel-air,pa to la
503,https://www.rottentomatoes.com/tv/joe_vs_carole/s01/e06,joe vs carole,a fairy take
504,https://www.rottentomatoes.com/tv/bel_air/s01/e04,bel-air,canvass
505,https://www.rottentomatoes.com/tv/bel_air/s01/e06,bel-air,the strength to smile
506,https://www.rottentomatoes.com/tv/girls5eva/s02/e01,girls5eva,album mode
507,https://www.rottentomatoes.com/tv/yellowstone/s04/e06,yellowstone,i want to be him
508,https://www.rottentomatoes.com/tv/angelyne/s01/e02,angelyne,gods and fairies
509,https://www.rottentomatoes.com/tv/angelyne/s01/e03,angelyne,glow in the dark queen of the universe
510,https://www.rottentomatoes.com/tv/girls5eva/s02/e05,girls5eva,leave a message if you love me
511,https://www.rottentomatoes.com/tv/angelyne/s01/e05,angelyne,pink clouds
512,https://www.rottentomatoes.com/tv/yellowstone/s04/e03,yellowstone,all i see is you
513,https://www.rottentomatoes.com/tv/joe_vs_carole/s01,joe vs carole,don
514,https://www.rottentomatoes.com/tv/below_deck_down_under/s01/e07,below deck down under,the safety dance
515,https://www.rottentomatoes.com/tv/yellowstone/s04/e05,yellowstone,under a blanket of red
516,https://www.rottentomatoes.com/tv/bel_air,bel-air,where to?
517,https://www.rottentomatoes.com/tv/yellowstone/s04/e07,yellowstone,keep the wolves close
518,https://www.rottentomatoes.com/tv/girls5eva/s02/e03,girls5eva,who u know
519,https://www.rottentomatoes.com/tv/angelyne/s01/e01,angelyne,dream machine
520,https://www.rottentomatoes.com/tv/angelyne/s01/e04,angelyne,the tease
521,https://www.rottentomatoes.com/tv/joe_vs_carole/s01/e01,joe vs carole,unwanted animals
522,https://www.rottentomatoes.com/tv/joe_vs_carole/s01/e04,joe vs carole,a gun-toting...
523,https://www.rottentomatoes.com/tv/below_deck_down_under/s01/e06,below deck down under,the tipping point
524,https://www.rottentomatoes.com/tv/yellowstone/s04/e08,yellowstone,no kindness for the coward
525,https://www.rottentomatoes.com/tv/below_deck_down_under/s01/e08,below deck down under,prom night
526,https://www.rottentomatoes.com/tv/girls5eva/s02/e06,girls5eva,b.p.e.
